Name,Affiliation,h-index,i10-index,Citations
Vandana Sharma,Govt. Senior Secondary  School Govt. of Rajasthan,52,308,14181
Vikash P. Chauhan,"LSRF Postdoctoral Fellow, MIT",21,23,11113
Vipul Gupta,Rutgers Univ/SUNY Binghamton/Sun Microsystems/Oracle/Rubixis,31,51,5773
YADWINDER SINGH BRAR,IKGPTU Kapurthala,20,31,1242
Ajit Kumar,Sandip university,109,533,72857
Thomas M. Smith,"Dean, School of Education, University of California, Davis",41,72,14917
Prof. Bhari Mallanna Nagaraja,"Prof. Bhari Mallanna Nagaraja, Professor & Group Leader, Centre for Nano & Material Sciences",31,64,4288
S.Vimala,"Department of Computer Science, Mother Teresa Women's University, Kodaikanal",12,21,764
R Geetha Balakrishna,Centre for Nano and Material Sciences Jain University,43,147,7001
Dr. K. V. Geetha,"Sri S. Ramasamy Naidu Memorial College, Sattur",10,10,553
Srubabati Goswami,"Physical Research Laboratory, HarishChandra Research Institute",55,153,10740
Dr Anil Kumar,"Kamla Nehru Institute of Technology, Sultanpur",16,27,2131
Nagendra GunduRao,Sir M Visvesvaraya Institute of Technology,15,18,655
DAYASHANKAR SINGH,Madan Mohan Malaviya University of Technology,26,166,5936
Dr.Mahesh S S,"Professor, Acharya Institute of Technology, Bangalore-560 090, India.",9,8,227
Venkata Sai Mahesh Vuppalapati,Video and Data Products - Industry Subject Matter Expert,6,5,285
Dr. T. M. Manjunath,Veteran Agriculture Entomologist,6,6,260
B.R. Manjunatha,"Professor, Department of Marine Geology, Mangalore University",20,41,1476
S Meenakshi sundar,"Associate Professor of Physics, Sri Paramakalyani College, Alwarkurichi",16,19,576
N. G. Belsare,"Department of Physics,   Vidya Bharati Mahavidyalaya, Amravati,C.K. Naidu Road, Camp,  Amravati, (M",6,4,98
Raj K. Narayan,"Chief of Neurosurgery, St. Francis Hospital, Roslyn, NY",53,117,16113
NAVEEN KUMAR A,Krupanidhi Group of Institutions,21,89,3492
Prashant Ingole,"Professor, Dept of Electronics and Telecomm. Engg,  Prof Ram Meghe Institute of Technology and",6,4,217
Barath Prashanth Sivasubramanian,"Internal Medicine Resident at Northeast Georgia Medical Center, GA, USA",4,1,55
Anita R. Linnemann,"Associate Professor, Food Quality & Design, Wageningen University",49,119,7567
Hemanth Kumar V. R,"Professor, Department of anaesthesiology, Mahatma Gandhi Medical College and Research",24,53,2498
Prof. R.P. Vijayalakshmi,"Department of Physics, Sri Venkateswara University, Tirupati",25,51,2144
SHARANAGOUDA PATIL OR S S Patil OR Sharanagouda S Patil OR Patil S S OR Sharan Patil OR Sharan S,National Institute of Veterinary Epidemiology and Disease Informatics or NIVEDI or PD_ADMAS,22,58,1989
S Ramesh,Associate Professor,102,643,40696
b.p.chandra," Emeritus Professor School of Studies in Physics &Astrophysics, Pt.Ravishankar Shukla University Raipur C.G ,India",45,148,6470
Abbaraju Krishna sailaja,"Professor, RBVRR women's college of Pharmacy,Hyderabad",13,25,1085
S. Shankaranarayanan,"Professor of Phyics, IIT Bombay",28,66,3335
Bk Shivakumar,"Associate professor, Adichuchanagiri Institute of Medical sciences",4,2,58
"Sridhar Idapalapati, I Sridhar, S Idapalapati",Nanyang Technological University,40,79,4649
Sai Sudha Valisekka,Resident Physician at the University of Minnesota,6,6,123
Nukala Sujata Gupta,"Assistant Professor, Chaitanya Bharathi Institute of Technology",4,2,95
G. V. Suneel Kumar,Senior Scientist (Entomology),9,8,376
Suresh Kumar,Chaudhary Devi Lal University,82,806,39622
M. S. Suresh,professor and principal,56,269,12970
A  Veena Shetty,"Professor, Dept of Microbiology  KSHEMA  Nitte(Deemed to be University)",22,46,1737
Veerabhadrappa G Mendagudli,"Principal BLDEA'S College of Nursing, Jamkhandi Dist : Bagalkot.Karnataka.India.",4,0,48
Sethu Vijayakumar,"Professor of Robotics, University of Edinburgh; Programme Director at The Alan Turing Institute, UK",49,176,13048
Dr. B.Vishnu Vardhan,"Senior Professor in Computer Science Engineering, JNTUH",16,28,1377
Dr Anil Kumar,"Professor, SSCET Badhani Pathankot",91,1203,57561
Dr. Anil K Sharma,"Prof&Head School of Biol.Sci.,Dean Sci,Chair R&D and Director IQAC Amity University Punjab Mohali",45,165,10722
RANE ZAB ANISH KUMAR,Assistant professor in biochemistry PRIST University,28,90,5382
Ashutosh Sharma,"Chemical Engineering, IITK, IIT Kanpur, Indian Institute of Technology Kanpur",89,406,26662
Vipin Kumar,University of Minnesota,139,766,132335
Chhuttan Lal Meena,National Institute of Immunology,15,22,587
Debabrata Panda,Central University of Orissa,26,62,2902
Thanki Dhaval,Assistant Professor,1,0,2
Dr. Maroti Deshmukh,"Assistant Professor (Grade-I) and HoD at National Institute of Technology, Uttarakhand",12,17,507
G Srinivasan,Indian Institute of Technology Madras,40,131,8181
Sandeep Bhatia,ICAR-NATIONAL INSTITUTE OF HIGH SECURITY ANIMAL DISEASES,23,46,1701
AKHILESH KUMAR PANDEY,Resarch Scholar,43,201,9354
Dr K K Raina,"Distinguished Professor, Vice Chancellor, M S Ramaiah University of Applied Sciences, Bangalore",37,142,4815
Meenu Bhatia,K L MEHTA DAYANAND COLLGE FOR WOMEN FARIDABAD,5,4,144
Mohd Ashraf Rather,"College of Fisheries, Sher-e-Kashmir University of Agricultural Sciences & Technology- Kashmir",25,54,1814
M A Sheikh,University of Manchester,36,72,4541
Mudasir Maqbool,"PhD Research scholar in Clinical Pharmacy Department of Pharmaceutical Sciences, University of",25,75,2069
Mudasir Rashid Rather,Central University of Kashmir,3,0,23
Mahendra Kumar Garg,"Medicine, Endocrinology",40,119,7237
Dr Manju Bala,Professor & Director at Khalsa college of Engg .& Technology,16,21,741
Manzoor Ahmad Khan,"Research scholar, department of sociology University of Kashmir",22,65,2641
Mehraj Ud Din Sheikh,"Postdoctoral Fellow, CPMU, Nanocatalysis Lab. JNCASR Bangalore",13,18,786
A. Mohammed Abubakar,"Central Connecticut State University, Antalya Bilim University",35,54,6522
MOHAMMAD ASHRAF MIR,jamia milia islama and NIT Srinagar,2,1,16
Mohd Ashraf Rather,"College of Fisheries, Sher-e-Kashmir University of Agricultural Sciences & Technology- Kashmir",25,54,1814
Muhammad Aslam Shahzad,Research Associate,86,696,34242
Muhammad Ali,"Department of Biotechnology, Quaid-i-Azam University, Islamabad",47,78,27458
Muhammad Farooq,"Sultan Qaboos University, Muscat, Oman",116,473,60533
Engr. Dr. Muhammad Hanif,"Assistant Professor, Ghulam Ishaq Khan Institute of Engineering Sciences and Technology",16,22,1692
Muhammad Nadeem,Allama Iqbal Open University Islamabad,103,845,46694
Khalid Mehmood PhD Scholar,MOHI UD DIN UNIVERSITY NERIAN SHARIF AZAD JAMMU AND KASHMIR,80,1146,45564
Muhammad Naeem,Audit Officer,90,680,36684
Muhammad Saleem,University of Agriculture Faisalabad Pakistan,57,484,17195
Muhammad Shafiq,"Plant Production Department, King Saud University, Riyadh (Saudi Arabia)",68,556,26752
Muhammad Shariq Usman,"Physician, UT Southwestern Medical Center",31,65,3374
Muhammad Shoaib,"CERN, Institute of Physics, The Islamia University of Bahawalpur",205,1020,173854
Muhammad Siddiq,"Quaid-i-Azam University Islamabad, Pakistan",50,205,9130
Muhammad Sulaiman Majeed,Student of Telecommunication,48,116,7254
Muhammad Bilal Tahir,Khwaja Fareed University of Engineering and information Technology Rahim Yar Khan Pakistan,89,735,35861
Muhammad Tariq,"Research scholar, Jiangsu University",75,628,30006
Mohammad Younis,"State University of New York, Binghamton;   KAUST",50,181,12730
"Muzamil Ahmad, Ph.D.",Principal Scientist,35,42,4532
NK Verma,"ICAR-National Bureau of Animal genetic resources, Karnal",36,94,5636
"Dr. Nazir Ahmad Khan, Professor",The University of Agriculture Peshawar,29,63,2934
Nitin Kumar,Bennett University,64,431,20551
Pradeep Kumar Gupta,"IIT Delhi, RRCAT, Indore, BARC, Mumbai",56,263,11522
Pardeep Kumar,Washington University in St. Louis,47,274,44073
"Pradip Sharma, SMIEEE","Associate Professor of Cybersecurity, University of Aberdeen, UK",44,83,8323
Ravindra  Kumar Gupta,University of Cambridge,62,148,29056
Rakesh Kumar Sharma,"Assistant Professor of computer science, Amrapali University",84,620,35560
Rafi Ahmad Togoo,Professor  of Pediatric Dentistry,21,37,1455
Rakesh Singh; RK Singh; R Singh,"Food Science, University of Georgia",64,365,20903
Ronald C Kessler,"McNeil Family Professor of Health Care Policy, Harvard Medical School",346,1313,592788
Rehan Ali Qureshi,Mehran University of Engineering & Technology,2,1,39
Showkat ahmad lone,"Associate professor of Mathematics & Statistics, Saudi Electronic University",23,68,2055
Tanveer A Wani,"Professor, College of Pharmacy, King Saud University",37,84,3345
"Sanjib Kumar Sharma MD,DM,FRCP, FISN,FESC,FACC","Professor of Medicine (Cardiology, Nephrology and Snakebite)",53,190,33416
Sarma L. Rani,University of Alabama in Huntsville,15,21,1044
Dr. Shabir Ahmad Bhat,Central University of Kashmir,8,7,403
Shabbir Ahmed,"Professor of Industrial & Systems Engineering, Georgia Institute of Technology",56,154,15063
"Ali-Asghar Kolahi, MD, Professor","Dep. Community Medicine &Social Determinants of Health Center, Shahid Beheshti University of Medical",54,145,19152
Ajaz Ahmad Sheikh (Sheikh Ajaz Ahmad/ S Aijaz),Associate Professor of Neurology,8,8,396
Altaf Ahmed Sheikh,University of Adelaide,3,1,29
DR. MOHAMMAD NAZIR HOSSAIN,"Professor, Department of Genetic Engineering and Biotechnology, Bangabandhu Sheikh Mujibur Rahman",15,21,760
Shivendra Singh,Professor of Nephrology,28,72,2849
Sohail Ahmad,Student of UET Peshawar,47,173,14407
Sudarshan Sharma,University of Minnesota,9,9,195
Suresh Soni,"Curator, Regional Science Centre (National Council of Science Museums), Guwahati",1,1,11
S. Ejaz Ahmed,"Professor of Statistics, Brock University",31,100,3094
Dr.Syed Altaf Hussain,Professor of Mechanical Engineering,15,19,863
Tabrez Alam Khan,"Professor, Department of Chemistry, Jamia Millia Islamia",43,81,7797
Dr. Tanveer Ahmad,Jamia Milia Islamia,34,52,5193
Dr Tariq Ahmad Bhat,"Department of Education, Govt of Jammu and Kashmir",24,34,1295
Tariq Ahmad,University of Exeter,77,145,51365
Umesh Rai,University of Delhi,25,58,1936
Abrar Ahmad Zafar,"Associate Professor of Physics, University of the Punjab, Lahore Pakistan",79,372,25228
Zahoor Ahmad Bhat,"Formerly Department of Education, University of Kashmir",4,1,50
Anil K. Jain,Michigan State University,220,819,276340
Ashish Kumar Mishra,Bhagalpur University,66,446,24385
Dr Akhilesh  Kumar Pandey,"Rani Durgavati University, Jabalpur",123,552,92099
Ajay Kumar Singh,"Harvard, Brigham and Women's",97,742,52336
Arun Kumar Verma,"HOD Radiation oncology SICMAR, Subharti Medical College Meerut",65,382,19384
Gautam Biswas,Cornelius Vanderbilt Professor of Engineering; Professor of  Computer Science and Engineering,66,377,19721
Dr Krishna Pandey,"Director & Scientist-G, ICMR-RMRIMS, Patna",39,124,5776
Tarunveer Singh Ahluwalia,"Senior Researcher/PI (Clinical Omics and Bioinformatics) Steno Diabetes Center Copenhagen, Gentofte",60,123,17098
Gaurav K. Gupta,Memorial Sloan Kettering Cancer Center,25,31,2626
G.N. Singh,Indian Pharmacopoeia Commission,56,403,18305
Dr. A. K. Saluja,A. R. College of Pharmacy & G.H. Patel Institute of Pharmacy,28,65,4686
Dr. Rajesh Barik,BITS Pilani K K Birla Goa Campus,6,6,435
Anand Awasthi,University of Massachusetts medical school,7,6,237
Muhammad Ali Khan,Memorial Hermann Cypress and Katy,43,147,43656
Manoj Kumar Mishra,University of Calgary,30,41,3519
"Shrikant Pawar MS, Ph.D.","Assistant Professor, Claflin University; Co-founder, ChestAi.org & GRC; Research Affiliate, Yale",44,69,14500
Masood Alam Khan,"Associate Professor, College of Applied Medical Sciences, Qassim University, Buraydah, KSA",31,78,3545
Nagendra Kumar Singh,"President,The Genomics Foundation; JC Bose National Fellow, ICAR-NIPB New Delhi",83,332,34120
Pramoda Kumar Sahoo,"Director, ICAR- Central Institute of Freshwater Aquaculture,, Bhubaneswar, India",44,118,8610
Gagan Raj Gupta,AT&T Labs,34,74,5052
Rakesh Singh,R.K.University,111,971,62268
Rajat Das Gupta,"PhD Student, Department of Epidemiology and Biostatistics, University of South Carolina",49,88,64775
Sanjay Kumar Gupta,Assistant Professor,76,581,31512
Sangram Kishor Patel,"Deputy Director, Population Council Institute",32,48,30438
"Sanjib Kumar Sharma MD,DM,FRCP, FISN,FESC,FACC","Professor of Medicine (Cardiology, Nephrology and Snakebite)",53,190,33416
Sunil Kumar Singh,"Assistant professor of Mechanical Engineering Department, SIEM, Siliguri",59,437,20387
Sudhir Kumar Yadav,"Student of Education,Hnbgu Srinagar",44,170,8289
Santosh S. Hosmani,"Professor at Department of Metallurgical Engineering and Materials Science, IIT Indore",22,32,1139
"Vikesh K. Singh, MD, MSc",Johns Hopkins University School of Medicine,69,219,19144
Narendra Bahadur Singh,"Asst. Professor, Institute of Agriculture and Animal Science, Tribhuvan University, Nepal",30,104,5354
sandeep garg,"Director Professor of Medicine, MAMC",18,29,965
Sandeep Sharma,Guest faculty,77,495,26452
Reeta Rani Singhania,National Kaohsiung University for Science and Technology,66,160,16286
Abhijit Chatterjee,"Bose Institute, Kolkata and Darjeeling",31,61,2642
suman kumar das,Phd scholar,3,1,95
Dr. Uttam Kumar Das,Weizmann Institute of Science,14,15,861
Nazrul Islam,Queensland University of Technology,75,483,41158
Dip Kumar Saha,"Assistant Professor (On Leave), RUET , PhD Candidate at University of Sussex",11,11,997
Sanjay Kumar Swain,NISER,211,1247,211010
Aviral Kumar Tiwari,"Indian Institute of Management Bodh Gaya, Bodh Gaya, Bihar, India",83,377,26810
Anjana Devanand,CSIRO,9,9,485
R. P. Jagadeesh Chandra Bose,"Department of Mathematics and Computer Science, Eindhoven University of Technology, The Netherlands",28,44,5819
Murali Krishna Gumma,"Principal Scientist &Cluster Leader – Geospatial Sciences and Big Data at ICRISAT (IRRI, IWMI, JNTU)",50,105,9970
V.VIJAYAN,K.Ramakrishnan College of Technology,41,109,5690
M S LAKSHMI DEVI,"Assistant Professor in Computer Science, Government First Grade College, Varthur, Bangalore",1,0,6
Prof. Dr.-Ing. V. V. S. S. Srikanth,"School of Engineering Sciences and Technology, University of Hyderabad",33,79,2940
Prof. Dr. Rama Rao.T,"Professor, SRMIST, Kattankulathur, Chennai, India",24,66,2064
Er. Ashwani Kumar Dixit,Professor,62,462,22022
Ajay Kumar Singh,"Harvard, Brigham and Women's",97,742,52336
DR. Vineet V. Tyagi,"School of Physics, Shri Mata Vaishno Devi University, J & K",67,193,27385
Nitesh Pandey,"Amrita School of Business, Coimbatore",34,51,13811
Prof. J.B. Singh,"Distinguished Professor, University of Petroleum and Energy Studies,Dehradun and Panjab University",248,1421,264796
Rajiv Chowdhury,"Chair and Professor of Global Health, Florida International University, US",81,120,117415
William S. Cleveland,"Shanti S. Gupta Professor of Statistics, Purdue",58,107,59602
Satya Kushwaha,Johns Hopkins University,36,58,7097
Malik S. S.,"Professor of Physics, G.N.D. University, Amritsar, India",98,923,52508
Sachchida Nand Tripathi,Professor of Civil Engineering and Sustainable Energy Engineering,67,210,14705
Vijay P. Singh,Texas A&M University,142,1327,117722
Husn Ara Chauhan,"University of New South Wales, Sydney",2,2,53
Sharad Kumar,"Centre for Cancer Biology, University of South Australia, Adelaide, Australia",102,252,61917
Narayana Mithur Upadhyaya,"Honorary Fellow, CSIRO Agriculture and Food, Canberra, ACT 2601, Australia",45,85,6835
Bheshaj Kumar Ashley Hoolash,Lecturer in Mathematics and Statistics,2,1,17
Ranvir Singh,"Professor in Environmental Hydrology at Te Kunenga ki Pūrehuroa Massey University, New Zealand",23,36,2805
"Naresh Chandra Murmu, PhD","CSIR-Central Mechanical Engineering Research Institute, Durgapur",51,135,8263
Ashutosh Pandey,"Broadcom Corporation, ClearOne Communications, University of Utah, IT-BHU",39,90,6730
Mohit Sunil Pathak,University of Salerno,15,28,590
Deepak Sharma,"Assistant Professor , Electrical Engineering ,Arya College of Engineering & IT",77,616,28836
Amandeep Singh,"Asst Proff  ,Sri Sai Iqbal College Of Management & IT",42,250,9837
Cheryl Rita Kaur,Maritime Institute of Malaysia,4,3,91
Tapan Kumar Nayak,"NISER, Bhubaneswar and CERN, Geneva",184,790,129865
Anil K Sharma,AICTE,59,268,16716
Jai Prakash,Illinois Institute of Technology,56,134,12128
Mani Ratnam Rai,Research Associate at TU Delft,15,20,922
Ajeet Singh,Istituto Italiano di Tecnologia,6,6,153
Sangeeta Bagga-Gupta,"Professor of Education, Jönköping University, Sweden",28,62,2214
Tanmay Singh,"PhD Candidate in Economics, Jönköping University, Sweden",0,0,0
Aditya Kumar Gond,"Kanpur Institute of Technology, Kanpur",20,60,3407
Dr. Ritu Kumari singh,professor,18,53,2247
Yash Munnalal Gupta,"PhD, Naresuan University",7,5,114
Satinder Singh,Google DeepMind / U. of Michigan,83,214,47141
Upma Singh,"Maharaja Surajmal Institute of Technology, Janakpuri, Delhi",7,5,367
Anuradha Srivastava,"Scientist (Food Technology), ICAR",9,8,184
Meenal Gupta,University of Utah,17,21,1355
Amitesh Kumar,Indian Institute of Technology Indore,22,64,2891
Nikhil Singh,"University of North Carolina, Chapel Hill, University of Utah",18,23,996
lavi singh,student of arena animation,60,295,15706
Dr.Neha Srivastava,"Excelra Knowledge Solution Pvt Ltd, NSL Arena, Uppal,  Hyderabad – 500039",4,2,84
JAI-SING YANG,"China Medical University Hospital, Taiwan, R.O.C.",83,277,19286
Dr. Santosh K. Tiwari,"GIFT, GU, China, NMAMIT, India, NAWA Fellow, University of Warsaw, Poland",29,52,3809
Soumitro Banerjee,Indian Institute of Science Education & Research Kolkata,68,450,22700
