Institution,Name,Affiliation,h-index,i10-index,Citations
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),R Sathish Kumar,Sri Krishna College of Technology,28,90,14607
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Suneeta Krishnareddy,Associate Professor of Medicine,15,18,3822
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),NK SRINIVASA RAO,"Principal Scientist,IIHR,Bangalore",71,545,24471
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Tyler Reddy,"Staff Scientist, Los Alamos National Laboratory",25,34,60344
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Prof. (Dr.) T V Ramana Rao,"Professor of Food Technology, VIGNAN's Foundation for Science, Technology & Research(VFSTR) - Deemed",24,39,2761
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Virendra N. Sharma,"Professor Emeritus of Physics, University of Wisconsin Fox Valley",8,8,263
Kalasalingam Academy of Research and Education,"Prof. (Dr.) A. Sakthivel, FRSC, FICS","Professor of Chemistry, Central University of Kerala",38,92,4479
Kalasalingam Academy of Research and Education,Dr A Saravanan,"Assistant Dean - Research, Saveetha School of Engineering, SIMATS",57,138,13177
Kalasalingam Academy of Research and Education,A G Ramakrishnan/ Ramakrishnan Angarai Ganesan,"Adj. faculty, IIT Hyd, Head, Bus. Dev., Bhashini AI Solns, Prof of EE & Neurosc (Retd), I.I.Sc.",38,138,5867
Kalasalingam Academy of Research and Education,Gopinath Sivasankaran,"Principal Bioinformatician, Mayo Clinic",1,0,2
Kalasalingam Academy of Research and Education,Kanagaraj Subramani,IIT Guwahati,23,41,2052
Kalasalingam Academy of Research and Education,Karthik Prabhakaran,University of Pennsylvania,21,21,3209
Kalasalingam Academy of Research and Education,M Balakrishnan,IIT Delhi,44,136,9536
Kalasalingam Academy of Research and Education,Madhavan Karunakaran,Researhc Scientist,23,28,2768
Kalasalingam Academy of Research and Education,"Saravana Kumar, M.",Mount Zion College of Engineering and Technology,32,122,5018
Kalasalingam Academy of Research and Education,Muthukumar Thangavelu,Professor of Botany,36,90,4091
Kalasalingam Academy of Research and Education,Rajesh P. N. Rao,"Computer Science and Engineering, University of Washington",68,190,26614
Kalasalingam Academy of Research and Education,Parthiba Karthikeyan Obulisamy,"Research Scientist, South Dakota School of Mines and Technology",38,78,5617
Kalasalingam Academy of Research and Education,Dr.Vasanthakumari.P,"Associate Professor,N.S.S College Ottappalam",2,2,58
Kalasalingam Academy of Research and Education,V.S.Jayakumar,Mar Baselios Institute of Technology,29,41,4470
Kalasalingam Academy of Research and Education,S.P Jothiprakash,"Assistant Professor of Mathematics, Nehru Institute of Engineering and Technology",0,0,0
Kalasalingam Academy of Research and Education,S. KANMANI,Professor,24,40,2117
Kalasalingam Academy of Research and Education,Smitha Karunakaran,"Assistant Professor, Centre for Brain Research, IISc",12,13,1386
Kalasalingam Academy of Research and Education,SUNDARA RAJAN MURUGAIYAN,"Professor of Computer Science, Government Arts College, Nandanam, Chennai, TN, India",3,2,981
Kalasalingam Academy of Research and Education,S.T.Senthilkumar,"University of Sharjah, Sharjah, UAE.",28,34,3211
Kalasalingam Academy of Research and Education,Ghosh Sanjay K.,"Professor of Physics, Bose Institute",106,328,39062
Kalasalingam Academy of Research and Education,Sarit Kumar Das,"Institute Professor, IIT Madras",59,205,28186
Kalasalingam Academy of Research and Education,Raja Satyajit Banerjee,"Advocate, Calcutta High Court, India.",0,0,0
Kalasalingam Academy of Research and Education,Shashank Shekhar,IIT Delhi,32,73,4875
Kalasalingam Academy of Research and Education,Chandra Shekhar Pati Tripathi,"Banaras Hindu University, Varanasi",14,19,741
Kalasalingam Academy of Research and Education,Shobhit Gupta,university of Mumbai,15,25,3240
Kalasalingam Academy of Research and Education,Subhasish Dey,"Distinguished Professor, Indian Institute of Technology Jodhpur, Jodhpur, Rajasthan, India",53,187,9975
Shanmugha Arts Science Technology and Research Academy,Dr ravi kumar,Professor in Electrical Engineering,51,260,12219
Shanmugha Arts Science Technology and Research Academy,P. K. Manoharan,Research Scientist at the Catholic University of America/ NASA GSFC,37,83,4520
Shanmugha Arts Science Technology and Research Academy,Kumarasamy Murugesan,"Professor, Department of Environmental Science, Periyar University",34,54,4365
Shanmugha Arts Science Technology and Research Academy,Sathish Kumar Jayapal,"Centre of Studies and Research, Directorate of Planning and Studies, Ministry of Health, Oman",30,42,26258
Shanmugha Arts Science Technology and Research Academy,ARUMUGAM R. JAYAKUMAR,UMSOM,46,78,5661
Shanmugha Arts Science Technology and Research Academy,R. RAMESH,"University of California, Berkeley",165,730,125226
Shanmugha Arts Science Technology and Research Academy,Ramesh Saravana kumar,Tamil Nadu Veterinary and Animal Sciences University,45,216,12542
Shanmugha Arts Science Technology and Research Academy,R Sathish Kumar,Sri Krishna College of Technology,28,90,14609
Shanmugha Arts Science Technology and Research Academy,Raghupathy Sivakumar,"Wayne J. Holman Chair Professor, School of Electrical and Computer Engineering, Georgia Tech",54,116,11719
Shanmugha Arts Science Technology and Research Academy,Srikantan Nagarajan,"Professor, Department of Radiology and Biomedical Imaging, UCSF",89,268,32750
Shanmugha Arts Science Technology and Research Academy,K. S. Ravi Chandran,"Professor of Physical Metallurgy & Materials Science, University of Utah",46,111,8031
Shanmugha Arts Science Technology and Research Academy,Muthu Tamizh Manoharan,"Siddha Central Research Institute, Central Council for Research in Siddha",18,25,940
Shanmugha Arts Science Technology and Research Academy,Thangaraju Murugesan,Unknown affiliation,9,8,891
Visvesvaraya National Institute of Technology Nagpur,AJAY BHAGWAT,Assistant Professor,3,1,19
Visvesvaraya National Institute of Technology Nagpur,Ajay Dubey,"Student of Computer Science, International Institute of Information Technology Hyderabad",2,1,25
Visvesvaraya National Institute of Technology Nagpur,Dr. Amit Kumar Dewangan,"Department of Information Technology , Guru Ghasidas Vishwavidyalaya , Koni Bilaspur (C.G)",6,4,226
Visvesvaraya National Institute of Technology Nagpur,Prof Amit Kumar Mishra,Ambedkar University,8,8,436
Visvesvaraya National Institute of Technology Nagpur,Dr(Brig). Anil Pandit,"Former HoD, MBA (HHM)SIHS Pune ;Presently  Chief Medical Director, Chellaram  Hospital Diabetes Care",7,7,1009
Visvesvaraya National Institute of Technology Nagpur,Anup Kumar Sen,Unknown affiliation,22,102,31222
Visvesvaraya National Institute of Technology Nagpur,Anu Mahajan,Symbiosis International University,3,1,110
Visvesvaraya National Institute of Technology Nagpur,Archana Gupta,"Assistant Professor, Dr. DY Patil Dental College and Hospital, Dr. DY Patil Vidyapeeth, Pune",29,98,3909
Visvesvaraya National Institute of Technology Nagpur,S V Balaji Manasa Rao,"Grad. student, University of Hyderabad",2,1,29
Visvesvaraya National Institute of Technology Nagpur,Dr. Mangal V  Patil,Bharati Vidyapeeth Deemed to be University College of Engg. Pune,8,6,204
Visvesvaraya National Institute of Technology Nagpur,Dr Bhawna Gupta,"Associate Professor and Researcher, Torrens university",37,52,11675
Visvesvaraya National Institute of Technology Nagpur,Professor Brijesh Verma,"Griffith University, Australia",42,123,5713
Visvesvaraya National Institute of Technology Nagpur,Chaitanya Prakash Kale,"Assistant Professor of Computer Engineering, Sanjivani College of Engineering, Kopargaon",3,1,69
Visvesvaraya National Institute of Technology Nagpur,JAIME RIVERA CAMINO,Profesor Universidad Carlos III de Madrid,21,32,4274
Visvesvaraya National Institute of Technology Nagpur,Meenakshi Verma,"Assistant Professor, Chandigarh University",22,56,1627
Visvesvaraya National Institute of Technology Nagpur,Chhagan lal,NTNU Norway,29,59,4065
Visvesvaraya National Institute of Technology Nagpur,Dr Nitin Gaikwad,Unknown affiliation,9,9,406
Visvesvaraya National Institute of Technology Nagpur,Deepa Gahlot,Unknown affiliation,1,1,17
Visvesvaraya National Institute of Technology Nagpur,Sangita Gupta,Geetanjali University,11,16,709
Visvesvaraya National Institute of Technology Nagpur,Mile High Chauffeurs,"Broomfield, CO | Phone: 720-306-9890 | Email: derek@Milehighchauffeurs.com",8,7,508
Visvesvaraya National Institute of Technology Nagpur,Dr Hari Mohan Pandey,Bournemouth University,46,106,7353
Visvesvaraya National Institute of Technology Nagpur,Himanshu Roy,"Professor, CPS, JNU, New Delhi",6,3,102
Visvesvaraya National Institute of Technology Nagpur,"John Storey, Jean Hartley, Jean-Louis Denis, Paul 't Hart, David Ulrich",Unknown affiliation,157,776,118237
Visvesvaraya National Institute of Technology Nagpur,Jayanta Mukherjee,"Indian Institute of Technology, Bombay",27,60,2520
Visvesvaraya National Institute of Technology Nagpur,Dr. K C Deshmukh,"Professor and Head, Department of Mathematics, R.T.M. Nagpur University",17,33,947
Visvesvaraya National Institute of Technology Nagpur,K.R. Kambale,Punjab Engineering College (Deemed to be University) Chandigarh,8,7,288
National Institute of Technology Silchar,Professor Abhijit Kumar Das,"Senior Professor, Indian Association for the Cultivation of Science",55,436,17658
National Institute of Technology Silchar,Ajay Kumar,International Rice Research Institute,166,1528,138580
National Institute of Technology Silchar,Arun Kumar Maurya,Ajay Kumar Garg Engineering College Ghaziabad Uttar Pradesh,8,4,146
National Institute of Technology Silchar,Aakash Kumar Jaiswal,Assistant Professor,3,2,46
National Institute of Technology Silchar,Anupam Datta,"Snowflake AI Research, Ex-Professor CMU",50,120,10930
National Institute of Technology Silchar,Dr Archana Sharma BARC,"DIrector BTDG, BARC, Profesor, HBNI",55,291,14180
National Institute of Technology Silchar,ARUP BHATTACHARYYA,"CEO, ADI ASSOCIATES",57,161,12138
National Institute of Technology Silchar,Atul Sharma,online markrting,84,417,32633
National Institute of Technology Silchar,Biswajit Saha,"Associate Professor in Physics, National Institute of Technology Agartala, Tripura 799046, India",35,70,3617
National Institute of Technology Silchar,Debashish Bhattacharya,"Professor of Biochemistry and Microbiology, Rutgers University",88,294,26820
National Institute of Technology Silchar,Debasish Kumar Das,"Arndt-Corden Department of Economics, The Australian National University, Australia",9,8,398
National Institute of Technology Silchar,Dipankar Bhattacharya,Saha Institute of Nuclear Physics/ ONGC Ltd,9,9,221
National Institute of Technology Silchar,Dr. Gaurav Kumar Singh,D Y Patil International University,8,7,328
National Institute of Technology Silchar,HIMANSHU SEKHAR DASH,Unknown affiliation,0,0,0
National Institute of Technology Silchar,Indrani Bhattacharya,Dartmouth College,15,16,599
National Institute of Technology Silchar,Jayanta Bhattacharya,Indian Institute of Technology Kharagpur,42,119,8931
National Institute of Technology Silchar,B.S. Manjunath,"Distinguished Professor, Electrical & Computer Engineering, University of California, Santa Barbara",79,280,45597
National Institute of Technology Silchar,Dr. Nilanjana  Mitra (Das),"Senior Professor, VIT University, Vellore",43,101,9603
National Institute of Technology Silchar,Pradeep Kumar Singh Pradeep Kumar singh,Unknown affiliation,82,817,48019
National Institute of Technology Silchar,Pranab Kumar Ghosh,IIT Guwahati,21,33,1557
National Institute of Technology Silchar,Prasanta Kumar Ghosh,"Associate Professor, Indian Institute of Science (IISc), Bangalore",27,81,3998
National Institute of Technology Silchar,R.A. Ilyas,Universiti Teknologi Malaysia,81,246,21752
National Institute of Technology Silchar,Rajat Agrawal,"Professor, Department of Management Studies, IIT Roorkee",33,74,4250
National Institute of Technology Silchar,Raj Kumar Gupta,Institute of High Performance Computing - Singapore,14,17,1665
National Institute of Technology Silchar,Prof.(Dr.) Ram Swaroop Verma,Lucknow university,82,373,25233
National Institute of Technology Silchar,Ranjeet Kumar,Senior Software Engineer,50,326,33790
National Institute of Technology Silchar,Dr. Ratnadip Adhikari,"Associate Principal (Data Science) at Tiger Analytics, India",18,20,2441
National Institute of Technology Silchar,Roopak Sinha,Deakin University,23,51,1665
National Institute of Technology Silchar,Bishnu Acharya,University of Saskatchewan,38,88,5454
National Institute of Technology Silchar,Sajal K. Das,"Curators' Distinguished Professor & Daniel St. Clair Endowed Chair, Computer Science, Missouri S&T",102,652,44005
National Institute of Technology Silchar,Dr Sanjay Kumar,"Professor, Department of Mechanical Engineering, Dr. Akhilesh Das Gupta Institute of Technology",32,93,6334
National Institute of Technology Silchar,Shantanu Debnath,"Senior Staff Physicist, IonQ",16,19,4622
National Institute of Technology Silchar,Dr. Himadry Shekhar Das,"Department of Electrical Engineering, The university of Alabama",16,23,3302
National Institute of Technology Silchar,Sourav Debnath,Vidyasagar University,12,17,447
National Institute of Technology Silchar,Subhasish Dey,"Distinguished Professor, Indian Institute of Technology Jodhpur, Jodhpur, Rajasthan, India",53,187,9977
National Institute of Technology Silchar,"Subrata Mondal, PhD","Associate Professor, Department of Mechanical Engineering, National Institute of Technical Teachers",30,50,5210
National Institute of Technology Silchar,SUBRATA SARKAR,Bangabandhu Sheikh Mujibur Rahman Aviation And Aerospace University,56,176,13826
National Institute of Technology Silchar,Sudip Banerjee,"National Institute of Technology, Sikkim",11,13,466
National Institute of Technology Silchar,Sujata Mandal,"CSIR-Central Leather Research Institute, Chennai, India",18,24,1973
National Institute of Technology Silchar,Sumita Datta,"SPJIMR, Mumbai & ISCSP, University of Lisbon",5,5,1248
National Institute of Technology Silchar,Swapnatai A Meshram,"Director Professor & Head of Physiology, ESIC Medical College & Hospital, K. K. Nagar, Chennai, TN",3,0,26
National Institute of Technology Silchar,Tanmoy Chakraborty,"IIT Delhi, India",44,150,7769
National Institute of Technology Silchar,Tapas Kumar Pal,Assistant Professor,2,0,17
National Institute of Technology Silchar,Tushar Kanti Bhattacharya,"Assistant Professor, C V Raman Global University",2,2,101
National Institute of Technology Silchar,Dr. Uttiya Bhattacharyya,NIET affiliation,1,0,4
National Institute of Technology Silchar,"Vikesh K. Singh, MD, MSc",Johns Hopkins University School of Medicine,69,219,19122
National Institute of Technology Silchar,gurvinder singh yadav,3rd Year Undergrad at IIIT Dharwad,0,0,0
Institute of Chemical Technology,Ashish Lele,"Scientist, National Chemical Laboratory",34,68,4812
Institute of Chemical Technology,Dipen Shah,Assistant Professor of Chemistry,7,7,416
Institute of Chemical Technology,Keerthana Jyotheeswara Pillai,University of California Riverside,3,2,49
Institute of Chemical Technology,Mythily Subramaniam,National University of Singapore; Institute of Mental Health,75,359,40468
Institute of Chemical Technology,Somesh Jha,"Lubar Chair of Computer Science, University of Wisconsin",93,252,53674
Institute of Chemical Technology,Rahul Sugriv Waghmare,"Assistant Professor, Dayanand education society's Dayanand College of Pharmacy, Latur",1,1,17
